"";"x";"KvK..uit.bestand.2015.";"AGBCODE_INDIENER";"NAAM";"STRAAT";"POSTCODE";"PLAATS";"Hoort.bij";"Naam.zorgaanbieder";"Plaats.zorgaanbieder";"URL.naar.wachttijden";"Vestigingslocatie";"Type.GGZ";"Circuit";"Nadere.typering";"Typering";"Aanmeldtijd";"Behandeltijd";"Datum.actualisatie";"Peildatum";"AFWIJKEND_ZV";"Opmerkingen.MQ";"SGGZ_MEASURE_TYPE";"BGGZ_MEASURE_TYPE";"AGB_SOORT";"MQ_LIJST";"INST";"Wachttijden.toelichting";"Website.vindbaar";"ROW_ID";"grote_instelling"
"2013";468;NA;94057595;"PSYCHOLOGENPRAKTIJK DOORWERTH - E. KOOIJMANS";"W.A. Scholtenlaan";"6865VZ";"DOORWERTH";94007508;"Psychologenpraktijk Doorwerth";"Doorwerth";"";"";"";"";"";"";"";"";"";"25-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"";"";2013;0
"2014";516;NA;94059764;"PSYCHOTHERAPIE PRAKTIJK VELP";"Nieuwstraat";"6881SK";"VELP GLD";NA;"Psychotherapie Praktijk Velp";"Velp";"http://www.psychotherapiepraktijkvelp.nl/index.php";"";"SGGZ";"";"";"";"7";"0";"1-6-2016";"25-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"";"Ja, eigen website";2014;0
"2015";812;NA;94009064;"KONING                   ";"Overhagenseweg          ";"6883GS";"VELP GLD                ";NA;"Psychologenpraktijk Mobilé";"Velp";"http://www.psychologenpraktijk-mobile.nl/";"";"BGGZ";"";"";"";"-";"-";"-";"29-9-2016";"";"Op website worden geen wachttijden weergegeven";"SAMPLE";"SAMPLE";94;1;0;"";"Ja, maar niet eigen website";2015;0
"2016";179;NA;94000300;"POPPEL                   ";"Hoogeweg                ";"6911KS";"PANNERDEN               ";NA;"Van Poppel Psychotherapie";"Pannerden";"http://www.vanpoppelpsychotherapie.nl/";"";"BGGZ/SGGZ";"";"";"";"-";"-";"-";"25-9-2016";"";"Op website worden geen wachttijden weergegeven";"SAMPLE";"SAMPLE";94;1;0;"";"Ja, eigen website";2016;0
"2017";175;NA;94002876;"WOLTERS                  ";"Het Breiken             ";"6932LL";"WESTERVOORT             ";NA;"Praktijk voor Psychotherapie en Eerstelijns psychologische en pedagogische zorg";"Westervoort";"http://www.dasnetwerk.nl/wie-zijn-de-aanbieders/psycholoog-psychotherapeut-harry-wolters/";"";"";"";"";"";"2";"4";"-";"25-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"(mbt behandeltijd): Meestal zal er binnen een maand met de gespreksbegeleiding gestart worden op wekelijkse basis";"Ja, maar niet eigen website";2017;0
"2018";150;NA;94001390;"NOUWELAND                ";"Deken Reuvekamplaan     ";"6941AN";"DIDAM                   ";NA;"Van Den Nouweland & Sweers Psychologenpraktijk";"Didam";"http://www.psychologenpraktijk.org/intake.php";"";"BGGZ";"";"";"";"3";"0";"25-9-2016";"25-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"";"Ja, eigen website";2018;0
"2019";150;NA;94001390;"NOUWELAND                ";"Deken Reuvekamplaan     ";"6941AN";"DIDAM                   ";NA;"Van Den Nouweland & Sweers Psychologenpraktijk";"Didam";"http://www.psychologenpraktijk.org/intake.php";"";"SGGZ";"";"";"";"5";"0";"25-9-2016";"25-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"";"Ja, eigen website";2019;0
"2020";533;NA;94003914;"VRIES                    ";"Krusemanstraat          ";"6952EV";"DIEREN                  ";NA;"Psychotherapeut ACW de Vries";"Dieren";"";"";"";"";"";"";"";"";"";"25-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"";"Nee";2020;0
"2021";704;NA;94056969;"PSYCHOLOGENPRAKTIJK PSYCHEL";"Oranjesingel";"6981GZ";"DOESBURG";NA;"Psychel Psychologenpraktijk";"Doesburg";"http://www.praktijk-psychel.nl/index.htm";"";"";"";"";"";"-";"-";"-";"25-9-2016";"";"Op website worden geen wachttijden weergegeven";"SAMPLE";"SAMPLE";94;1;0;"";"Ja, eigen website";2021;0
"2022";772;NA;94004162;"ELDERING                 ";"Oranjesingel            ";"6981GZ";"DOESBURG                ";94056969;"Psychel Psychologenpraktijk";"Doesburg";"";"";"";"";"";"";"";"";"";"25-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"";"";2022;0
"2023";614;NA;94013185;"JANSEN                   ";"Rooseveltstraat         ";"7002DJ";"DOETINCHEM              ";NA;"Praktijk voor Psychologische Hulp en Psychotherapie";"Doetinchem";"http://psychologischehulpenpsychotherapie.nl/aanmelding/";"loc. Doetinchem";"BGGZ/SGGZ";"";"";"";"7";"0";"1-9-2016";"25-9-2016";"De wachttijd is onafhankelijk van uw zorgverzekeraar";"";"SAMPLE";"SAMPLE";94;1;0;"";"Ja, eigen website";2023;0
"2024";614;NA;94013185;"JANSEN                   ";"Rooseveltstraat         ";"7002DJ";"DOETINCHEM              ";NA;"Praktijk voor Psychologische Hulp en Psychotherapie";"Doetinchem";"http://psychologischehulpenpsychotherapie.nl/aanmelding/";"loc. Eerbeek";"BGGZ/SGGZ";"";"";"";"4";"0";"1-9-2016";"25-9-2016";"De wachttijd is onafhankelijk van uw zorgverzekeraar";"";"SAMPLE";"SAMPLE";94;1;0;"";"Ja, eigen website";2024;0
"2025";359;NA;94002591;"KRAMER                   ";"Haareweg                ";"7009EB";"DOETINCHEM              ";NA;"Psychologenpraktijk Joep Kramer";"Doetinchem";"http://www.psychologenpraktijkjoepkramer.nl/contact.html";"";"BGGZ/SGGZ";"";"";"";"10";"0";"13-6-2016";"25-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"";"Ja, eigen website";2025;0
"2026";776;NA;94059129;"DE KIEZELSTEEN";"Stationsstraat";"7021CK";"ZELHEM";NA;"De Kiezelsteen";"Zelhem";"http://www.dekiezelsteen.nl/";"";"";"Jeugd";"";"";"";"";"";"25-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"";"Ja, eigen website";2026;0
"2027";457;NA;94003653;"GLAUBITZ                 ";"Deventerweg             ";"7203AK";"ZUTPHEN                 ";NA;"Welmoet Glaubitz";"Zutphen";"http://www.psychotherapeutenzutphen.nl/";"Welmoet Glaubitz";"BGGZ/SGGZ";"";"Kortdurende behandeling";"";"8";"-";"1-9-2016";"25-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"";"Ja, maar niet eigen website";2027;0
"2028";457;NA;94003653;"GLAUBITZ                 ";"Deventerweg             ";"7203AK";"ZUTPHEN                 ";NA;"Welmoet Glaubitz";"Zutphen";"http://www.psychotherapeutenzutphen.nl/";"Welmoet Glaubitz";"BGGZ/SGGZ";"";"Langlopende therapeutische behandeling";"";"Stop";"-";"1-9-2016";"25-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"Langlopende therapeutische behandeingen worden niet meer aangenomen in verband met beëindiging van de praktijk eind 2016.";"Ja, maar niet eigen website";2028;0
"2029";543;NA;94004244;"WEGER                    ";"Douglaslaan             ";"7213VX";"GORSSEL                 ";NA;"De Weger";"Hengelo";"";"";"";"";"";"";"";"";"";"25-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"";"Nee";2029;0
"2030";243;NA;94003101;"PCC JOPPE - S.H. KRIJGSVELD";"Huzarenlaan";"7215ED";"JOPPE";NA;"PCC Joppe";"Joppe";"http://www.pccjoppe.nl/aanmelden/";"";"BGGZ/SGGZ";"";"";"";"6";"0";"28-6-2016";"25-9-2016";"Er is geen verschil in wachttijd per zorgverzekeraar.";"";"SAMPLE";"SAMPLE";94;1;0;"";"Ja, maar niet eigen website";2030;0
"2031";793;NA;94011826;"VALK                     ";"Langendijk              ";"7223KE";"BAAK                    ";NA;"Psychologenpraktijk Hanna Valk";"Zutphen";"http://hannavalk.nl/";"";"";"";"";"";"2";"-";"-";"25-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"";"Ja, eigen website";2031;0
"2032";288;NA;94001186;"EVERS                    ";"Heer Rudolfstraat       ";"7271XH";"BORCULO                 ";NA;"Evers Psychotherapie";"Borculo";"http://everspsychotherapie.nl/";"";"BGGZ/SGGZ";"";"";"";"8";"-";"7-9-2016";"25-9-2016";"Enkele verzekeraars hanteren een budgetplafond per jaar: als de grens bereikt is, kunt u het lopende jaar niet meer in deze praktijk behandeld worden. Tot nu toe is dat gelukkig niet het geval geweest in deze praktijk. CZ hanteert het krapste omzetplafond, waardoor u er rekening mee moet houden dat u in de tweede helft van het jaar niet voor vergoede zorg in aanmerking komt. Onder CZ vallen ook delta lloyd en OHRA.";"";"SAMPLE";"SAMPLE";94;1;0;"Wat betreft behandeltijd: De wachttijd tussen eerste afspraak en vervolg intake en start behandeling is hoogstens enkele weken.";"Ja, eigen website";2032;0
"2033";298;NA;94001043;"EVERSPSYCHOTHERAPIE";"Heer Rudolfstraat";"7271XH";"BORCULO";94001186;"Evers Psychotherapie";"Borculo";"";"";"";"";"";"";"";"";"";"25-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"";"";2033;0
"2034";350;NA;3095119;"VAN DER SLUIJS";"Jachtlaan";"7313CT";"APELDOORN";NA;"Praktijk van der Sluijs";"Apeldoorn";"";"";"";"";"";"";"";"";"";"25-9-2016";"";"";"SAMPLE";"SAMPLE";3;1;0;"";"Nee";2034;0
"2035";176;NA;3072293;"G J A M BAKKEREN";"Burg Tutein Noltheniusln";"7316BH";"APELDOORN";NA;"Polikliniek (kinder)psychiatrie Apeldoorn";"Apeldoorn";"http://psyxray.nl/psyxray.nl/praktijkinformatie";"";"SGGZ";"";"";"";"3";"-";"-";"25-9-2016";"";"";"SAMPLE";"SAMPLE";3;1;0;"";"Ja, maar niet eigen website";2035;0
"2036";176;NA;3072293;"G J A M BAKKEREN";"Burg Tutein Noltheniusln";"7316BH";"APELDOORN";NA;"Polikliniek (kinder)psychiatrie Apeldoorn";"Apeldoorn";"http://psyxray.nl/psyxray.nl/praktijkinformatie";"";"BGGZ";"";"";"";"2";"-";"-";"25-9-2016";"";"";"SAMPLE";"SAMPLE";3;1;0;"";"Ja, maar niet eigen website";2036;0
"2037";362;NA;94002406;"DOORNHEIN                ";"Deventerstraat          ";"7321CC";"APELDOORN               ";NA;"Psychologenpraktijk Doornhein";"Apeldoorn";"http://www.psychologenapeldoorn.nl/doornhein.htm";"";"BGGZ";"";"";"";"4";"3";"-";"25-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"";"Ja, maar niet eigen website";2037;0
"2038";349;NA;94059895;"PSYCHOLOGIEPRAKTIJK VAN BAAR";"Deventerstraat";"7321CD";"APELDOORN";NA;"Praktijk Van Baar";"Apeldoorn";"https://ggzvanbaar.praktijkinfo.nl/";"";"BGGZ/SGGZ";"";"";"";"2";"10";"1-8-2016";"25-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"";"Ja, eigen website";2038;0
"2039";426;NA;94002223;"PSYCHOLOOGPRAKTIJK M. VAN DE WEERD";"Pythagorasstraat";"7323HE";"APELDOORN";NA;"Praktijk voor Psychotherapie en Psychologie M. van de Weerd";"Apeldoorn";"";"";"";"";"";"";"";"";"";"25-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"";"Nee";2039;0
"2040";339;NA;94001477;"SANDMANN                 ";"Alexander Hegiusstraat  ";"7412XN";"DEVENTER                ";NA;"Praktijk voor Medische Psychologie en Psychotherapie";"Deventer";"http://www.psycholoogsandmann.nl/";"";"BGGZ/SGGZ";"";"";"";"0";"0";"-";"25-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"";"Ja, eigen website";2040;0
"2041";513;NA;94003401;"INCI                     ";"Ceintuurbaan            ";"7413DA";"DEVENTER                ";NA;"Psynergis";"Deventer";"http://www.psynergis.nl/?menu=psychologie";"";"BGGZ";"";"";"";"3";"-";"-";"25-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"";"Ja, eigen website";2041;0
"2042";629;NA;94058900;"PSYCHOLOGENPRAKTIJK MARJA BAARTMAN";"Kolkweg";"7413ZH";"DEVENTER";NA;"Psychologenpraktijk Marja Baartman";"Deventer";"";"";"";"";"";"";"";"";"";"25-9-2016";"";"Praktijk is niet actief volgens Vektis";"SAMPLE";"SAMPLE";94;1;0;"";"Nee";2042;0
"2043";640;NA;94000293;"KOOIJ                    ";"Dreef                   ";"7414EA";"DEVENTER                ";NA;"Van Rijt & Kooij Psychologenpraktijk";"Deventer";"https://www.vanrijtenkooij.nl/node/44";"Mw. A. Kooij";"BGGZ/SGGZ";"";"";"";"4";"0";"29-8-2016";"25-9-2016";"De wachttijd is niet afhankelijk van zorgverzekeraar. Wanneer het budget bij een zorgverzekeraar op is, melden we dat op deze plek.
Op dit moment is er geen sprake van budgetoverschrijding.";"";"SAMPLE";"SAMPLE";94;1;0;"";"Ja, maar niet eigen website";2043;0
"2044";169;NA;3029939;"POSTEMA                  ";"Brinkgreverweg          ";"7415CE";"DEVENTER                ";NA;"Maatschap Psychiatrie voor volwassenen en kinderen";"Deventer";"http://www.psychiatrie-deventer.nl/wachttijd.htm";"";"SGGZ";"";"";"";"7";"0";"3-6-2016";"26-9-2016";"";"";"SAMPLE";"SAMPLE";3;1;0;"";"Ja, maar niet eigen website";2044;0
"2045";232;NA;94059918;"SCHEERES";"Brinkgreverweg";"7415CJ";"DEVENTER";NA;"Scheeres Psychotherapie";"Deventer";"http://www.scheerespsychotherapie.nl/aanmeldingswachtijd/";"Loc. Arnhem";"SGGZ";"";"";"";"14";"0";"4-9-2016";"25-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"";"Ja, eigen website";2045;0
"2046";232;NA;94059918;"SCHEERES";"Brinkgreverweg";"7415CJ";"DEVENTER";NA;"Scheeres Psychotherapie";"Deventer";"http://www.scheerespsychotherapie.nl/aanmeldingswachtijd/";"Loc. Deventer";"SGGZ";"";"";"";"14";"0";"4-9-2016";"25-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"";"Ja, eigen website";2046;0
"2047";815;NA;94009632;"HARTOG                   ";"Herman Boerhaavelaan    ";"7415EW";"DEVENTER                ";NA;"Visie Praktijk voor Cognitieve Gedragstherapie";"Deventer";"http://visie-psychologie.nl/";"";"BGGZ";"";"";"";"6";"-";"1-9-2016";"25-9-2016";"Voor Menzis verzekerden geldt een aangepaste wachttijd. Neem hierover contact met ons op.";"";"SAMPLE";"SAMPLE";94;1;0;"";"Ja, eigen website";2047;0
"2048";827;NA;94007413;"ZEIST                    ";"Veenweg                 ";"7416BA";"DEVENTER                ";94009632;"Visie Praktijk voor Cognitieve Gedragstherapie";"Deventer";"";"";"";"";"";"";"";"";"";"25-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"";"";2048;0
"2049";138;NA;94003503;"PRAKTIJK VOOR PSYCHOTHERAPIE";"Schimmelpennincksingel";"7431ZM";"DIEPENVEEN";NA;"Peeters Psychotherapie";"Diepenveen";"http://www.peeters-psychotherapie.com/";"";"BGGZ/SGGZ";"";"";"";"8";"-";"-";"26-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"";"Ja, eigen website";2049;0
"2050";144;NA;3072605;"E.F.J.WASMANN PSYCHIATER";"Brammelerstraat";"7511JG";"ENSCHEDE";NA;"E.F.J. Wasmann Psychiater";"Enschede";"http://www.efjwasmann.nl/index.html";"";"";"";"";"";"-";"-";"-";"26-9-2016";"";"Op website worden geen wachttijden weergegeven";"SAMPLE";"SAMPLE";3;1;0;"";"Ja, eigen website";2050;0
"2051";299;NA;94055245;"FOCUS DE WIT";"Hengelosestraat";"7514AK";"ENSCHEDE";NA;"fOcus Psychologenpraktijk";"Enschede";"http://www.focuspsychologenpraktijk.nl/index.php?pag=002";"";"BGGZ/SGGZ";"";"";"";"-";"-";"-";"26-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"Er worden in principe geen wachttijden gehanteerd. Als er bij aanmelding geen ruimte is op dat moment om een afspraak te maken zult u een beroep moeten doen op een andere zorgaanbieder, ofwel bij uw verwijzer/huisarts navraag kunnen doen of er elders eerder mogelijkheden zijn.";"Ja, eigen website";2051;0
"2052";645;NA;94004990;"ROEDEN                   ";"Hengelosestraat         ";"7514AK";"ENSCHEDE                ";NA;"Praktijk voor Psychologie en Traumabehandeling";"Enschede";"";"";"";"";"";"";"";"";"";"26-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"";"Nee";2052;0
"2053";414;NA;94058844;"PSYCHOTHERAPIE PRAKTIJK SPITZ";"Lasondersingel";"7514BV";"ENSCHEDE";NA;"Spitz Psychotherapiepraktijk";"Enschede";"http://www.psychotherapiepraktijkspitz.com/aanmelding";"";"SGGZ";"";"";"";"Stop";"Stop";"20-9-2016";"26-9-2016";"Voor VGZ-verzekerden en verzekerden binnen de VGZ-groep, geldt een behandelstop omdat het budget voor 2016 is bereikt";"";"SAMPLE";"SAMPLE";94;1;0;"Op dit moment geldt er een aanmeldstop ivm een te lange wachtlijst.";"Ja, eigen website";2053;0
"2054";257;NA;94004989;"LUEKS                    ";"Mr. Troelstrastraat     ";"7522BE";"ENSCHEDE                ";NA;"Praktijk voor Relatietherapie en Psychologie";"Enschede";"";"";"";"";"";"";"";"";"";"26-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"";"Nee";2054;0
"2055";418;NA;94006582;"GELDER                   ";"De Achterhorst          ";"7522EA";"ENSCHEDE                ";NA;"Psychotherapiecentrum Twente";"Enschede";"http://www.psychotherapiecentrumtwente.nl/wachttijd/";"";"";"";"";"";"12";"0";"1-4-2016";"26-9-2016";"";"Deze psycholoog is werkzaam bij bovenstaande instelling";"SAMPLE";"SAMPLE";94;1;0;"";"Ja, eigen website";2055;0
"2056";260;NA;17081600;"PSYCHOTHERAPIECENTRUM TWE";"De Achterhorst          ";"7522EA";"ENSCHEDE                ";94006582;"Psychotherapiecentrum Twente";"Enschede";"";"";"";"";"";"";"";"";"";"26-9-2016";"";"Een initiatief van de Universiteit van Twente, biedt psychotherapie aan studenten. Vermoed dat de meesten hier in loondienst zijn.";"SAMPLE";"SAMPLE";17;1;0;"";"";2056;0
"2057";677;NA;94010197;"MEESTERS                 ";"Boekweitstraat          ";"7545XE";"ENSCHEDE                ";NA;"Psychologiepraktijk Meesters";"Enschede";"http://www.psychologiepraktijkmeesters.nl/index.php?s=de-praktijk";"";"BGGZ";"";"";"";"1";"0";"-";"26-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"Streven is om, indien een behandeling geïndiceerd en gewenst is, zo snel mogelijk te starten met de behandeling. Meestal lukt het om meteen te starten";"Ja, eigen website";2057;0
"2058";238;NA;94003713;"DE WEGER";"Beursstraat";"7551HP";"HENGELO OV";NA;"De Weger";"Hengelo";"";"";"";"";"";"";"";"";"";"26-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"";"Nee";2058;0
"2059";496;NA;94058612;"HP3";"Lodewijkstraat";"7553LN";"HENGELO OV";NA;"Marianne Kemink";"Hengelo";"http://www.mariannekemink.nl/";"";"SGGZ";"";"";"";"-";"-";"-";"26-9-2016";"";"Op website worden geen wachttijden weergegeven";"SAMPLE";"SAMPLE";94;1;0;"";"Ja, eigen website";2059;0
"2060";334;NA;94001373;"MONTFOORT                ";"Eikstraat               ";"7556TW";"HENGELO OV              ";NA;"Soma & Psyche";"Hengelo";"";"";"";"";"";"";"";"";"";"26-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"";"Nee";2060;0
"2061";510;NA;94003295;"LEMPENS                  ";"Eikstraat               ";"7556TW";"HENGELO OV              ";NA;"Marijke Lempens Psychotherapeut";"Hengelo";"http://www.marijkelempens.nl/index.php/nieuws";"";"";"Volwassenen";"";"";"10";"-";"22-9-2016";"26-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"";"Ja, eigen website";2061;0
"2062";460;NA;94002460;"RONGEN                   ";"'t Dijkhuis             ";"7622CM";"BORNE                   ";NA;"Praktijk Rongen";"Borne";"http://praktijkrongen.nl/psychologie-aanmelden/";"";"BGGZ";"";"";"";"2";"-";"-";"26-9-2016";"Wachttijd is afhankelijk van uw verzekering. Voor sommige verzekeringen moeten wij een wachttijd hanteren.";"";"SAMPLE";"SAMPLE";94;1;0;"U kunt in principe binnen 10 werkdagen terecht voor een eerste gesprek.";"Ja, eigen website";2062;0
"2063";715;NA;94003479;"BRINKMAN                 ";"Grotestraat             ";"7622GK";"BORNE                   ";NA;"Praktijk 't Hoogeveld";"Borne";"http://www.praktijkhethoogeveld.nl/cognitievegedragstherapie.html";"";"";"";"";"";"-";"-";"-";"26-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"Wat betreft de wachtlijst voor de psychologische hulp wordt het systeem gehanteerd van direct plek of direct doorverwijzen. Telefonisch wordt met u meegekeken waar u het beste terecht kunt.";"Ja, maar niet eigen website";2063;0
"2064";834;NA;94002487;"PSYCHOLOOGPRAKTIJK A.C. KORTEWEG";"Kerkstraat";"7722LR";"DALFSEN";NA;"Addy Korteweg - Praktijk voor lichaamsgerichte therapie";"Dalfsen";"http://www.addykorteweg.nl/index.php?option=com_content&view=article&id=5&Itemid=6";"";"BGGZ/SGGZ";"";"";"";"Stop";"Stop";"-";"26-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"Op dit moment is er geen ruimte voor nieuwe cliënten.";"Ja, eigen website";2064;0
"2065";375;NA;3068144;"JONG                     ";"Parkweg                 ";"7772XP";"HARDENBERG              ";NA;"Psychiater Praktijk Vechtdal";"Hardenberg";"http://www.psychiaterpraktijkvechtdal.nl/index.php/informatie";"";"SGGZ";"Adolescenten";"";"";"18";"0";"-";"26-9-2016";"";"";"SAMPLE";"SAMPLE";3;1;0;"";"Ja, eigen website";2065;0
"2066";250;NA;94003158;"PSYCHOTHERAPIEPRAKTIJK BLOMMAERT";"Welhaak";"7861CJ";"OOSTERHESSELEN";NA;"Praktijk voor Psychotherapie Blommaert";"Oosterhesselen";"http://www.praktijkblommaert.nl/aanmelden";"";"BGGZ/SGGZ";"";"";"";"Stop";"Stop";"-";"30-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"Op dit moment worden er geen nieuwe cliënten meer aangenomen. Door veelvuldige aanmelding is er een wachtlijst ontstaan tot januari 2017.";"Ja, eigen website";2066;0
"2067";473;NA;94003645;"BLOMMAERT                ";"Welhaak                 ";"7861CJ";"OOSTERHESSELEN          ";94003158;"Praktijk voor Psychotherapie Blommaert";"Oosterhesselen";"";"";"";"";"";"";"";"";"";"26-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"";"";2067;0
"2068";598;NA;94011249;"RUIJTER-BOS              ";"Dekkersland             ";"7951KS";"STAPHORST               ";NA;"De Ruyters Hoeve";"Staphorst";"http://www.deruytershoeve.nl/nieuws/wachtlijst";"";"BGGZ";"";"";"";"2,5";"-";"19-9-2016";"26-9-2016";"Voor VGZ en Menzis verzekerden geldt een aangepaste wachttijd in verband met budgetoverschrijding. Neem hierover contact met ons op.";"";"SAMPLE";"SAMPLE";94;1;0;"";"Ja, maar niet eigen website";2068;0
"2069";470;NA;94003195;"HOUT                     ";"Koekangerveldweg        ";"7958PX";"KOEKANGE                ";NA;"Psychologiepraktijk van Hout";"Meppel";"http://www.psychologiepraktijkvanhout.nl/procedure/41-wachttijden";"";"BGGZ";"";"";"";"3";"0";"-";"26-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"";"Ja, eigen website";2069;0
"2070";180;NA;94003168;"G. KOOPMANS";"Willemskade";"8011AD";"ZWOLLE";NA;"De Willemskade";"Zwolle";"http://www.dewillemskade.nl/index.php/wie-werken-in-de-willemskade/gerrit-koopmans";"";"BGGZ/SGGZ";"";"";"";"Stop";"Stop";"1-8-2016";"26-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"Op dit moment is de praktijk gesloten voor nieuwe aanmeldingen. Dit geldt zowel voor aanmeldingen voor de SGGZ als voor de GBGGZ. Belt u mij gerust als u wilt dat ik mee denk bij wie u wel terecht zou kunnen";"Ja, maar niet eigen website";2070;0
"2071";658;NA;94059408;"DOORKIJK";"Hertenstraat";"8011GS";"ZWOLLE";NA;"Doorkijk";"Zwolle";"http://www.doorkijk.nu/";"";"";"";"";"";"-";"-";"-";"26-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"";"Ja, eigen website";2071;0
"2072";384;NA;94002369;"PRAKTIJK VOOR PSYCHOTHERAPIE A.J. KROEP";"Bloemendalstraat";"8011PJ";"ZWOLLE";NA;"Kroep Psychotherapie Zwolle";"Zwolle";"http://kroep-psychotherapiezwolle.nl/aanmelding/";"";"BGGZ/SGGZ";"";"";"";"3";"3";"24-5-2016";"26-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"";"Ja, eigen website";2072;0
"2073";398;NA;94009631;"KOSTER                   ";"Assendorperstraat       ";"8012DN";"ZWOLLE                  ";NA;"Koster Praktijk voor Psychotherapie";"Zwolle";"http://www.kosterpsychotherapie.nl/content/2016/07/Wachttijden";"";"SGGZ";"";"";"";"Stop";"Stop";"2-8-2016";"26-9-2016";"Voor cliënten verzekerd bij VGZ geldt het volgende. Het door VGZ toegekende behandelbudget heb ik voor 2016 helaas bereikt. Dit betekent dat ik pas vanaf 1 januari 2017 weer mogelijkheden heb voor VGZ-verzekerden";"";"SAMPLE";"SAMPLE";94;1;0;"Per 2 augustus hanteer ik helaas een patiëntenstop vanwege de wachttijd van meer dan 4 maanden. Vanaf begin november is het weer mogelijk een afspraak te maken voor een intake, deze wordt dan zonder wachttijd gevolgd door de start van behandeling";"Ja, eigen website";2073;0
"2074";657;NA;94002447;"PRO, LEREN & GEDRAG";"Reggelaan";"8033AZ";"ZWOLLE";NA;"Pro, Leren & Gedrag";"Zwolle";"https://www.pro-zwolle.nl/";"";"";"Jeugd";"";"";"";"";"";"26-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"";"Ja, eigen website";2074;0
"2075";714;NA;94000811;"GRAAF                    ";"Stationsplein           ";"8071CH";"NUNSPEET                ";NA;"Eerstelijns Psychologenpraktijk G.F. van der Graaf";"Nunspeet";"http://www.eerstelijnspsych.nl/index.html";"";"BGGZ";"";"";"";"-";"-";"-";"26-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"";"Ja, eigen website";2075;0
"2076";733;NA;94004377;"PLOOY-VERHEULE           ";"Slathstraat             ";"8161CB";"EPE                     ";NA;"Basic Trust";"Epe";"http://www.basictrust.com/";"";"";"Jeugd";"";"";"";"";"";"26-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"";"Ja, maar niet eigen website";2076;0
"2077";549;NA;94003822;"BLOM                     ";"Oenerweg                ";"8161PL";"EPE                     ";NA;"Praktijk voor Psychotherapie Blom";"Epe";"https://www.1np.nl/vind-een-behandelaar/behandelaar/-/wcl/F4C0fwDbBsu2/userid/38279";"";"BGGZ/SGGZ";"";"";"";"6";"-";"29-9-2016";"30-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"";"Ja, maar niet eigen website";2077;0
"2078";596;NA;94055560;"PSYCHOLOGISCH ZORGCENTRUM VAASSEN, EPE";"Prins Hendrikweg";"8171EG";"VAASSEN";NA;"Psychologisch Zorgcentrum Vaassen Epe";"Vaassen";"http://www.elpschipper.info/nl/text/2/";"";"BGGZ";"";"";"";"-";"-";"-";"26-9-2016";"";"";"SAMPLE";"SAMPLE";94;1;0;"";"Ja, eigen website";2078;0
